" (64, 'born between 32 and 35 weeks with 2 of the following'),",0
" (64, '[**hospital1 **] disposition'),",1
" (63, 'transitional'),",0
" (63, 'scheduled appointments'),",0
" (63, 'immunizations received'),",0
" (63, 'anaerobic culture (preliminary)'),",0
" (62, 'transitional care'),",1
" (62, 'labs upon admission'),",0
" (62, 'hypertension'),",1
" (62, 'cad'),",0
" (61, 'start'),",1
" (61, 'social hx'),",0
" (61, 'r normal (x)  abnormal ()   comments'),",1
" (61, 'exercise'),",0
" (61, 'echocardiogram'),",0
" (60, 'ms'),",0
" (60, 'jp drain care'),",0
" (60, 'instructions'),",1
" (60, 'initial labs'),",0
" (60, 'endocrine'),",0
" (60, '11. potassium chloride 10 meq capsule, sustained release sig'),",0
" (59, 'other medical history'),",1
" (59, 'new medicines'),",1
" (59, 'contrast'),",0
" (59, 'aerobic bottle (pending)'),",0
" (58, 'the following medication changes were made'),",1
" (58, 'respiratory'),",0
" (58, 'problem list'),",1
" (58, 'pe on admission'),",1
" (58, 'occupation'),",0
" (58, '- percutaneous coronary interventions'),",0
" (57, 'other studies'),",0
" (56, 'stopped'),",0
" (56, 'scheduled appointments '),",0
" (56, 'recommendations after discharge'),",1
" (56, 'l normal (x)  abnormal ()    comments'),",1
" (56, 'history of hospital course by systems'),",1
" (56, 'csf'),",0
" (56, 'anaerobic bottle (pending)'),",0
" (55, 'post bypass'),",0
" (55, 'labwork on admission'),",0
" (55, 'gait'),",0
" (55, 'ed course'),",0
" (55, 'blood cultures'),",0
" (55, 'appointments'),",0
" (54, 'microbiology data'),",0
" (54, 'exam upon discharge'),",1
" (54, 'esophagus'),",0
" (53, 'previously scheduled appointments'),",0
" (53, 'prebypass'),",0
" (53, 'hospitalization'),",1
" (53, 'fluid culture (preliminary)'),",0
" (53, 'discharge followup'),",1
" (53, 'chem'),",0
" (53, 'acute issues'),",1
" (53, 'active problems'),",1
" (52, 'surgical history'),",0
" (52, 'started'),",0
" (52, 'other blood chemistry'),",0
" (52, 'laboratory results'),",0
" (52, 'l normal (x)  abnormal ()   comments'),",1
" (52, 'ct abdomen'),",0
" (52, 'cath'),",0
" (51, 'pulm'),",0
" (51, 'neurological examination'),",0
" (51, 'experience'),",0
" (51, 'cardiac catheterization'),",0
" (51, '12. potassium chloride 10 meq capsule, sustained release sig'),",0
" (50, 'the following changes were made to your home medications'),",1
" (50, 'summary'),",1
" (50, 'radiologic data'),",0
" (50, 'electrolytes'),",0
" (49, 'treatment frequency'),",1
" (49, 'pertinent imaging'),",0
" (48, 'regimen'),",0
" (48, 'labs prior to discharge'),",0
" (47, 'r normal (x)  abnormal ()    comments'),",1
" (47, 'followup'),",1
" (47, '[**hospital unit name 153**] course'),",0
" (47, '[**hospital 5**] medical condition'),",1
" (46, 'please call to schedule appointments with your'),",0
" (46, 'osh'),",0
" (46, 'mri head'),",0
" (46, 'chest ct'),",0
" (46, 'already scheduled appointments'),",0
" (45, 'trends'),",0
" (45, 'the following medications were changed'),",1
" (45, 'recommended follow-up'),",1
" (45, 'pending labs'),",0
" (45, 'assessment'),",0
" (44, 'transfer meds'),",1
" (44, 'radiographs'),",0
" (44, 'other appointments'),",0
" (43, 'pleural fluid'),",0
" (43, 'please follow up with'),",0
" (43, 'labs upon discharge'),",0
" (43, 'hemodynamics'),",1
" (43, 'ct c-spine'),",0
" (43, 'chest x-ray'),",0
" (43, 'changes in your medication reconciliation'),",1
" (42, 'ua'),",0
" (42, 'tee'),",0
" (42, 'per admitting resident'),",0
" (42, 'iron studies'),",0
" (42, 'exam upon admission'),",1
" (42, 'evaluation'),",0
" (42, 'at time of discharge'),",1
" (41, 'review of hospital course by systems'),",1
" (41, 'picc line'),",0
" (41, 'on transfer to floor'),",1
" (41, 'mri'),",0
" (41, 'final discharge diagnoses'),",1
" (41, 'family hx'),",0
" (41, 'endo'),",0
" (41, 'admission cxr'),",0
" (40, 'you will be starting some new medications'),",1
" (40, 'mpression'),",0
" (40, 'laboratory'),",0
" (40, 'events'),",1
" (40, 'emergency  department for any of the following'),",1
" (40, 'changes'),",1
" (40, 'b. born between 32 and 35 weeks with two of the following'),",0
" (40, 'admission laboratories'),",0
" (39, 'the following appointments have been made for you'),",1
" (39, 'other pmh'),",0
" (39, 'last dental exam'),",0
" (39, 'discharge examination'),",1
" (39, 'clot section and biopsy slides'),",0
" (39, 'acute renal failure'),",0
" (38, 'pre cpb'),",0
" (38, 'please follow-up with the following appointments'),",1
" (38, 'oncology history'),",1
" (38, 'misc'),",0
" (38, 'htn'),",0
" (38, 'ercp'),",0
" (38, 'colonoscopy'),",0
" (38, 'as follows'),",0
" (37, 'please attend the following appointments'),",1
" (37, 'physical exam at discharge'),",1
" (37, 'patient discharge instructions'),",1
" (37, 'past psychiatric history'),",0
" (37, 'nutrition'),",0
" (37, 'lab results on admission'),",0
" (37, 'ct abd'),",0
" (37, 'aspirate smear'),",0
" (37, 'admitting diagnosis'),",1
" (36, 'problems during hospital stay'),",1
" (36, 'please note the following medication changes'),",1
" (36, 'peripheral blood smear'),",0
" (36, 'onc history'),",1
" (36, 'neuro exam'),",0
" (36, 'microbiologic data'),",0
" (36, 'labwork on discharge'),",0
" (36, 'general instructions'),",1
" (36, 'culture data'),",0
" (36, 'cardiac labs'),",0
" (36, 'at home'),",1
" (36, 'active issues by problem'),",1
" (36, '[**hospital1 **] diagnosis'),",1
" (35, 'transition issues'),",0
" (35, 'thrombocytopenia'),",0
" (35, 'resp'),",0
" (35, 'pertinent studies'),",1
" (35, 'on admission to micu'),",1
" (35, 'lactate'),",0
" (35, 'laboratories'),",0
" (35, 'gastroenterology'),",0
" (35, 'during this admission'),",0
" (35, 'coagulation'),",0
" (35, '-motor'),",0
" (34, 'please note the following changes in your medications'),",1
" (34, 'pcp'),",0
" (34, 'pain'),",0
" (34, 'medications started'),",1
" (34, 'following medications'),",1
" (34, 'exam at discharge'),",1
" (34, 'deep tendon reflexes'),",0
" (33, 'skin'),",0
" (33, 'secondary dx'),",0
" (33, 'rhythm'),",0
" (33, 'radiopharmeceutical data'),",0
" (33, 'pe on discharge'),",1
" (33, 'mri brain'),",0
" (33, 'immunizations'),",0
" (33, 'home'),",1
" (33, 'history'),",1
" (33, 'hct trend'),",0
" (33, 'follow-up instructions'),",1
" (33, 'changed'),",0
" (33, 'brief course'),",0
" (33, 'blood'),",0
" (33, 'acute care'),",0
" (33, '14. potassium chloride 10 meq capsule, sustained release sig'),",0
" (32, 'stop'),",0
" (32, 'onc hx'),",0
" (32, 'on arrival'),",1
" (32, 'laboratory studies on admission'),",1
" (32, 'issues'),",0
" (32, 'how you [**month (only) **] feel'),",0
" (32, 'discharge physical examination'),",1
" (32, 'cytology'),",0
" (32, 'ccu course'),",0
" (32, '13. potassium chloride 10 meq capsule, sustained release sig'),",0
" (31, 'your incision'),",0
" (31, 'sepsis'),",0
" (31, 'physical examination on discharge'),",1
" (31, 'pain management'),",0
" (31, 'operation'),",0
" (31, 'medications (home)'),",1
" (31, 'include'),",1
" (31, 'following changes'),",1
" (31, 'discharge plan'),",1
" (31, 'care and recommendations at discharge'),",1
" (31, 'call the office immediately if you have any of the following'),",1
" (31, 'atrial fibrillation'),",0
" (31, 'activities'),",1
" (31, '[**hospital1 **] instructions'),",1
" (30, 'we have made the following changes to your medication regimen'),",1
" (30, 'to do'),",0
" (30, 'respiratory failure'),",0
" (30, 'report comment'),",1
" (30, 'rads'),",0
" (30, 'please start the following medications'),",1
" (30, 'physical exam upon admission'),",1
" (30, 'oncology'),",0
" (30, 'medications upon transfer'),",1
" (30, 'general drain care'),",0
" (30, 'follow up appointments recommended'),",1
" (30, 'cxr on admission'),",1
" (30, 'cta head'),",0
" (30, 'chronic problems'),",1
" (30, 'abgs'),",0
" (30, '[**hospital3 **]'),",0
" (30, '[ ] inguinal nl   [ ] abnormal findings'),",0
" (29, 'your bowels'),",0
" (29, 'wound'),",0
" (29, 'surgeon'),",0
" (29, 'problems'),",1
" (29, 'please follow up with the following appointments'),",1
" (29, 'medications at discharge'),",1
" (29, 'from osh'),",0
" (29, 'drugs'),",1
" (29, 'diabetes'),",1
" (29, '(1) tablet, delayed release (e.c.) po q12h (every 12 hours)'),",0
" (28, 'tox screen'),",0
" (28, 'surgical course'),",0
" (28, 'lab results on discharge'),",0
" (28, 'lab results'),",0
" (28, 'in the ed'),",0
" (28, 'hypotension'),",0
" (28, 'hospital course is reviewed below by problem'),",1
" (28, 'fh'),",0
" (28, 'dtrs'),",0
" (28, 'depression'),",0
" (28, 'condition on discharge'),",1
" (28, 'chest'),",0
" (28, 'cardiac biomarkers'),",0
" (28, 'at the time of discharge'),",1
" (28, 'added'),",0
" (28, '[**hospital1 **] condition'),",1
" (28, '[ ] nails nl   [ ] abnormal findings'),",0
" (28, '* upon admission, we added'),",1
" (27, 'you should not resume'),",0
" (27, 'serologies'),",0
" (27, 'pump'),",0
" (27, 'psychiatric history'),",0
" (27, 'pneumonia'),",0
" (27, 'pending results'),",0
" (27, 'past cardiac procedures'),",0
" (27, 'operation performed'),",0
" (27, 'on admission to icu'),",1
" (27, 'nontender, nondistended, positive bowel sounds.  extremities'),",0
" (27, 'medicine course'),",1
" (27, 'medications (on transfer)'),",1
" (27, 'major [**first name3 (lf) 2947**] or invasive procedure'),",1
" (27, 'in the ed, initial vs were'),",0
" (27, 'electrophysiology'),",0
" (27, 'chronic care'),",0
" (27, '-sensory'),",0
" (26, 'vascular'),",0
" (26, 'the following medications were changed during this admission'),",1
" (26, 'renal us'),",0
" (26, 'pending studies'),",0
" (26, 'new'),",0
" (26, 'medication'),",1
" (26, 'intervals axes'),",0
" (26, 'hypothyroidism'),",0
" (26, 'dispo'),",0
" (26, 'di[**last name (stitle) 408**]e instructions'),",0
" (26, 'brain mri'),",0
" (26, '[**name2 (ni) 5059**]'),",0
" (26, '[ ] cranial nerves intact   [ ] abnormal findings'),",0
" (26, '- cabg'),",0
" (25, 'your medications'),",1
" (25,",0
"  'what you should contact your healthcare provider [**name initial (pre) **]'),",1
" (25, 'use of other medications'),",1
" (25, 'urology'),",0
" (25, 'these foods contain vitamin k'),",0
" (25, 'sh'),",0
" (25, 'qualitative wall motion'),",0
" (25, 'ppx'),",0
" (25, 'pericardial fluid'),",0
" (25, 'osh imaging'),",0
" (25, 'notable labs'),",1
" (25, 'nicu course by systems'),",0
" (25, 'monitoring'),",0
" (25, 'medications changed'),",1
" (25, 'left ventriculography'),",0
" (25, 'lactate trend'),",0
" (25, 'kub'),",0
" (25, 'coumadin (warfarin) and diet'),",0
" (25, 'coronary artery disease'),",0
" (25, 'brief history'),",1
" (25, 'admission results'),",1
" (25, 'abdominal ultrasound'),",0
" (25, 'abdomen'),",0
" (25, '[ ] other'),",1
" (25, '(1) tablet, delayed release (e.c.) po q24h (every 24 hours)'),",0
" (24, 'trauma'),",0
" (24, 'surgical incision'),",0
" (24, 'sex'),",0
" (24, 'ruq ultrasound'),",0
" (24, 'problem'),",1
" (24, 'please stop the following medications'),",1
" (24, 'pertinent interval labs'),",0
" (24, 'peritoneal fluid'),",0
" (24, 'of the following'),",0
" (24, 'non-contrast head ct'),",0
" (24, 'medications stopped'),",1
" (24, 'medications at the time of discharge'),",1
" (24, 'extremities'),",0
" (24, 'diet '),",0
" (24, 'danger signs'),",1
" (24, 'code'),",1
" (24, 'care recommendations at the time of discharge'),",1
" (24, 'all'),",0
" (24, '[**doctor last name **]'),",0
" (24, '[ ] asbestos [ ] other'),",0
" (24, '15. potassium chloride 10 meq capsule, sustained release sig'),",0
" (23, 'volumetric data'),",0
" (23, 'urine culture (pending)'),",0
" (23, 'the following medications were started'),",1
" (23, 'the following changes were made to your medication list'),",1
" (23, 'substance abuse history'),",1
" (23, 'sputum'),",0
" (23, 'relevant imaging data'),",1
" (23, 'ptca comments'),",0
" (23, 'principal'),",1
" (23, 'postoperative course was remarkable for the following'),",1
" (23, 'please call to schedule appointments'),",0
" (23, 'other findings'),",1
" (23, 'mra head'),",0
" (23, 'medical management'),",1
" (23, 'margins'),",0
" (23, 'following instructions'),",1
" (23, 'endoscopy'),",0
" (23, 'disposition'),",0
" (23, 'date of birth'),",0
" (23, 'chf'),",0
" (23, 'chem 7'),",0
" (23, 'cardiologist'),",1
" (23, 'cardiac echo'),",0
" (23, 'brief summary of hospital course'),",1
" (23, 'blood gases'),",0
" (23, '[**last name (un) 1724**]'),",1
" (23, '[**hospital unit name 13533**]'),",0
" (22, 'you also have the following appointments'),",0
" (22, 'we made the following changes to your home medications'),",1
" (22, 'uti'),",0
" (22, 'thoracic spine'),",0
" (22, 'renal ultrasound'),",0
" (22, 'radiopharmaceutical data'),",1
" (22, 'radiologic studies'),",0
" (22, 'radiographic studies'),",0
" (22, 'preoperative diagnosis'),",1
" (22, 'pre bypass'),",0
" (22, 'please keep your previously scheduled appointments'),",0
" (22, 'physical exam at admission'),",1
" (22, 'orthopedics'),",0
" (22, 'operations'),",0
" (22, 'on day of discharge'),",0
" (22, 'nephrology'),",0
" (22, 'lungs'),",0
" (22, 'labs from osh'),",0
" (22, 'history of'),",1
" (22, 'habits'),",0
" (22, 'gen'),",0
" (22, 'follow up plans'),",0
" (22, 'fever'),",0
" (22, 'fecal culture (pending)'),",0
" (22, 'exam at time of discharge'),",1
" (22, 'ct neck'),",0
" (22, 'blood gas'),",0
" (22, 'appointment'),",0
" (21, 'your medications have changed as follows'),",1
" (21, 'we made the following changes in your medicines'),",1
" (21, 'urine culture'),",0
" (21, 'toxicology'),",0
" (21, 'relevant laboratory data on admission'),",0
" (21, 'procedure performed'),",0
" (21, 'prior to discharge'),",1
" (21, 'primary care physician'),",0
" (21, 'per omr'),",0
" (21, 'path'),",0
" (21, 'osseous structures'),",0
" (21, 'note on attending review'),",0
" (21, 'neurological'),",0
" (21, 'musculoskeletal lower extremity'),",0
" (21, 'medications at transfer'),",1
" (21, 'initial exam'),",1
" (21, 'in ed'),",0
" (21, 'hospital course by problems'),",1
" (21, 'follow-up needed for'),",0
" (21, 'discharge laboratories'),",0
" (21, 'ct pelvis'),",0
" (21, 'course by problem'),",1
" (21, 'by problem'),",0
" (21, 'away if any of the following problems develop'),",0
" (21, '[**hospital **] diagnosis'),",1
" (21, '[**hospital **] condition'),",1
" (20, 'vs upon admission to trauma bay'),",0
" (20, 'vascular surgery'),",0
" (20, 'transitions in care'),",0
" (20, 'the following medications were stopped'),",1
" (20, 'swallowing assessment'),",0
" (20, 'respiratory distress'),",0
" (20, 'pulmonology'),",0
" (20, 'procedures performed'),",1
" (20, 'other pmhx'),",1
" (20, 'medications on transfer from osh'),",1
" (20, 'medications at time of discharge'),",1
" (20, 'hyponatremia'),",0
" (20, 'hyperlipidemia'),",0
" (20, 'dm'),",0
" (20, 'diagnostics'),",0
" (20, 'chronic'),",0
" (20, 'carbidopa-levodopa 50-200 mg tablet sustained release sig'),",0
" (20, 'any of the following three criteria'),",0
" (20, 'admit exam'),",1
" (20, '[**hospital **] instructions'),",1
" (19, 'the following changes have been made to your medication regimen'),",1
" (19, 'surgery'),",0
" (19, 'special instructions if applicable'),",1
" (19, 'special instructions for patient'),",1
" (19, 'primary dx'),",1
" (19, 'please make the following changes to your medication regimen'),",0
" (19, 'please call your [**name2 (ni) 5059**] if you develop'),",0
" (19, 'other notable labs'),",0
" (19, 'other instructions'),",0
" (19, 'neurosurgery'),",0
" (19, 'miscellaneous'),",0
" (19, 'mental status exam'),",0
" (19, 'medicine floor course'),",1
" (19, 'medications changes'),",1
" (19, 'margins uninvolved by invasive carcinoma'),",0
" (19, 'laboratory studies on discharge'),",0
" (19, 'laboratory investigations'),",0
" (19, 'issues of transitions in care'),",0
" (19, 'inr trend'),",0
" (19, 'hypoxia'),",0
" (19, 'gastrointestinal'),",0
" (19, 'follow-up appointments recommended'),",0
" (19, 'discharge summary addendum'),",1
" (19, 'd'),",0
" (19, 'cta head and neck'),",0
" (19, 'cath report'),",0
" (19, 'care and recommendations after discharge'),",1
" (19, 'cardiac markers'),",0
" (19, 'any of the following'),",0
" (19, 'admission examination'),",1
" (19, '2d-echocardiogram'),",0
" (18, 'we have made the following changes to your home medications'),",1
" (18, 'transfer diagnoses'),",1
" (18, 'the following medication changes were recommended'),",1
" (18, 'test performed at'),",0
" (18, 'studies pending at discharge'),",1
" (18, 'stool'),",0
" (18, 'report'),",0
" (18, 'psych'),",0
" (18, 'pre-op'),",1
" (18, 'pertinent labs during hospitalization'),",1
" (18, 'outpatient meds'),",1
" (18, 'oral motor exam'),",1
" (18, 'on the day of discharge'),",1
