category,count,label,nb,percent_avec_section
Nursing,8131,Events:,223556,3.63712000572563
Nursing,5748,Neuro:,223556,2.57116785056093
Nursing,5438,PMHx:,223556,2.43250013419456
Nursing,5194,GI:,223556,2.32335522195781
Nursing,4772,re:,223556,2.13458820161391
Nursing,4694,on:,223556,2.09969761491528
Nursing,4685,By:,223556,2.09567177798851
Nursing,4361,Resp:,223556,1.95074164862495
Nursing,4125,complaint:,223556,1.84517525810088
Nursing,4119,GU:,223556,1.84249136681637
Nursing,3898,TITLE:,223556,1.74363470450357
Nursing,3669,CV:,223556,1.64119952047809
Nursing,3430,Social:,223556,1.53429118431176
Nursing,2610,PSH:,223556,1.16749270876201
Nursing,2063,HR:,223556,0.922811286657482
Nursing,2043,were:,223556,0.913864982375781
Nursing,2024,Skin:,223556,0.905365993308164
Nursing,1922,Allergies:,223556,0.859739841471488
Nursing,1900,EVENTS:,223556,0.849898906761617
Nursing,1833,Endo:,223556,0.819928787417918
Nursing,1789,labs:,223556,0.800246917998175
Nursing,1766,Access:,223556,0.789958668074219
Nursing,1602,Pain:,223556,0.716598972964269
Nursing,1574,Complaint:,223556,0.704074146969887
Nursing,1518,Drains:,223556,0.679024494981123
Nursing,1498,setting:,223556,0.670078190699422
Nursing,1390,note:,223556,0.621768147578236
Nursing,1360,ABG:,223556,0.608348691155684
Nursing,1296,sensitivity:,223556,0.57972051745424
Nursing,1223,mode:,223556,0.54706650682603
Nursing,1182,Injuries:,223556,0.528726583048543
Nursing,1170,access:,223556,0.523358800479522
Nursing,1168,RR:,223556,0.522464170051352
Nursing,1167,VS:,223556,0.522016854837267
Nursing,1147,threshold:,223556,0.513070550555565
Nursing,1045,History:,223556,0.467444398718889
Nursing,1028,include:,223556,0.459840040079443
Nursing,1012,type:,223556,0.452682996654082
Nursing,1005,ID:,223556,0.449551790155487
Nursing,998,s:,223556,0.446420583656891
Nursing,986,condition:,223556,0.441052801087871
Nursing,986,Cardiac:,223556,0.441052801087871
Nursing,977,LS:,223556,0.437026964161105
Nursing,934,ventricular:,223556,0.417792409955447
Nursing,916,atrial:,223556,0.409740736101916
Nursing,900,Cardio:,223556,0.402583692676555
Nursing,858,sats:,223556,0.383796453684983
Nursing,842,medications:,223556,0.376639410259622
Nursing,783,Status:,223556,0.350247812628603
Nursing,765,SOCIAL:,223556,0.342196138775072
Nursing,753,ROS:,223556,0.336828356206051
Nursing,736,events:,223556,0.329223997566605
Nursing,674,Lungs:,223556,0.301490454293331
Nursing,669,ISSUES:,223556,0.299253878222906
Nursing,663,including:,223556,0.296569986938396
Nursing,647,Renal:,223556,0.289412943513035
Nursing,639,ED:,223556,0.285834421800354
Nursing,634,RESP:,223556,0.283597845729929
Nursing,613,settings:,223556,0.274204226234143
Nursing,575,course:,223556,0.25720624809891
Nursing,573,ACCESS:,223556,0.25631161767074
Nursing,570,Gi:,223556,0.254969672028485
Nursing,524,abg:,223556,0.234393172180572
Nursing,498,Family:,223556,0.222762976614361
Nursing,481,Cv:,223556,0.215158617974915
Nursing,469,CC:,223556,0.209790835405894
Nursing,467,NOTE:,223556,0.208896204977724
Nursing,463,PLAN:,223556,0.207106944121383
Nursing,450,Hx:,223556,0.201291846338278
Nursing,441,Addendum:,223556,0.197266009411512
Nursing,435,SKIN:,223556,0.194582118127002
Nursing,421,INFORMATION:,223556,0.188319705129811
Nursing,410,Dentures:,223556,0.183399237774875
Nursing,399,Note:,223556,0.17847877041994
Nursing,395,Cr:,223556,0.176689509563599
Nursing,394,P:,223556,0.176242194349514
Nursing,383,ALLERGIES:,223556,0.171321726994579
Nursing,380,EF:,223556,0.169979781352323
Nursing,379,NEURO:,223556,0.169532466138238
Nursing,370,vitals:,223556,0.165506629211473
Nursing,370,admission:,223556,0.165506629211473
Nursing,369,CODE:,223556,0.165059313997388
Nursing,364,Amount:,223556,0.162822737926962
Nursing,362,Tele:,223556,0.161928107498792
Nursing,355,RENAL:,223556,0.158796901000197
Nursing,352,All:,223556,0.157454955357942
Nursing,342,Endoc:,223556,0.152981803217091
Nursing,336,Cards:,223556,0.150297911932581
Nursing,334,Id:,223556,0.149403281504411
Nursing,332,MS:,223556,0.14850865107624
Nursing,329,CT:,223556,0.147166705433985
Nursing,328,overnight:,223556,0.1467193902199
Nursing,321,Goal:,223556,0.143588183721305
Nursing,317,c:,223556,0.141798922864964
Nursing,313,HISTORY:,223556,0.140009662008624
Nursing,311,UPDATE:,223556,0.139115031580454
Nursing,309,WBC:,223556,0.138220401152284
Nursing,308,ENDO:,223556,0.137773085938199
Nursing,298,includes:,223556,0.133299933797348
Nursing,296,Fraction:,223556,0.132405303369178
Nursing,293,showed:,223556,0.131063357726923
Nursing,289,Weight:,223556,0.129274096870583
Nursing,286,Code:,223556,0.127932151228328
Nursing,283,Dispo:,223556,0.126590205586072
Nursing,281,Pulm:,223556,0.125695575157902
Nursing,276,pmh:,223556,0.123458999087477
Nursing,273,ALL:,223556,0.122117053445222
Nursing,265,CXR:,223556,0.118538531732541
Nursing,262,failure:,223556,0.117196586090286
Nursing,258,POX:,223556,0.115407325233946
Nursing,257,Allergy:,223556,0.114960010019861
Nursing,257,ADMISSION:,223556,0.114960010019861
Nursing,256,CVS:,223556,0.114512694805776
Nursing,255,T:,223556,0.114065379591691
Nursing,255,Antibiotics:,223556,0.114065379591691
Nursing,245,Illness:,223556,0.10959222745084
Nursing,239,cc:,223556,0.10690833616633
Nursing,236,Meds:,223556,0.105566390524075
Nursing,229,Abg:,223556,0.102435184025479
Nursing,226,today:,223556,0.101093238383224
Nursing,225,transfer:,223556,0.100645923169139
Nursing,224,am:,223556,0.100198607955054
Nursing,224,Soc:,223556,0.100198607955054
Nursing,223,vent:,223556,0.0997512927409687
Nursing,221,MAP:,223556,0.0988566623127986
Nursing,219,Infusions:,223556,0.0979620318846284
Nursing,213,Gu:,223556,0.0952781406001181
Nursing,213,Others:,223556,0.0952781406001181
Nursing,208,follows:,223556,0.0930415645296928
Nursing,206,ILLNESS:,223556,0.0921469341015227
Nursing,201,Wt:,223556,0.0899103580310973
Nursing/other,658094330,"",822497,80011.7605292177
Nutrition,7987,Labs:,9418,84.8056912295604
Nutrition,7644,Pertinent medications:,9418,81.1637290295179
Nutrition,6364,Specifics:,9418,67.5727330643449
Nutrition,3405,Calories:,9418,36.1541728604799
Nutrition,3401,Protein:,9418,36.1117009980888
Nutrition,3394,Diagnosis:,9418,36.0373752389042
Nutrition,3331,Estimation of current intake:,9418,35.3684434062434
Nutrition,3323,Fluid:,9418,35.283499681461
Nutrition,3109,Food allergies and intolerances:,9418,33.0112550435337
Nutrition,2390,Estimation of previous intake:,9418,25.3769377787216
Nutrition,2112,Pt at risk due to:,9418,22.4251433425356
Nutrition,1367,Calculations based on:,9418,14.5147589721809
Nutrition,1308,Patient at risk due to:,9418,13.8882990019112
Nutrition,1304,Comments:,9418,13.8458271395201
Nutrition,1180,Tube feeding recommendations:,9418,12.5291994053939
Nutrition,847,Other:,9418,8.99341686132937
Nutrition,551,Wt:,9418,5.8504990443831
Nutrition,522,Starting rate:,9418,5.54257804204714
Nutrition,440,Tube feed:,9418,4.67190486302824
Nutrition,368,Diet:,9418,3.90741133998726
Nutrition,287,Ht:,9418,3.04735612656615
Nutrition,277,Skin:,9418,2.94117647058824
Nutrition,258,Oral supplements:,9418,2.7394351242302
Nutrition,241,Tube feeding:,9418,2.55892970906774
Physician ,138781,BP:,141624,97.9925718804722
Physician ,137760,HR:,141624,97.2716488730724
Physician ,137310,RR:,141624,96.9539061176072
Physician ,137085,PO:,141624,96.7950347398746
Physician ,136910,NG:,141624,96.6714681127493
Physician ,133767,DVT:,141624,94.452211489578
Physician ,130732,ABG:,141624,92.3092131277185
Physician ,117803,INR:,141624,83.1801107156979
Physician ,108960,IVF:,141624,76.9361125233011
Physician ,105887,TF:,141624,74.7662825509801
Physician ,98746,VAP:,141624,69.7240580692538
Physician ,80017,AST:,141624,56.4996045867932
Physician ,73119,HPI:,141624,51.6289611930181
Physician ,68238,LDH:,141624,48.1825114387392
Physician ,64751,PEEP:,141624,45.7203581313902
Physician ,62565,PIP:,141624,44.1768344348416
Physician ,58220,HEENT:,141624,41.1088516070723
Physician ,40653,PS :,141624,28.7048805287239
Physician ,37820,FEN:,141624,26.7045133593176
Physician ,35783,CVP:,141624,25.2661978195786
Physician ,27964,TITLE:,141624,19.7452409196181
Physician ,26051,RSBI:,141624,18.3944811613851
Physician ,24169,CV:,141624,17.0656103485285
Physician ,14772,CXR:,141624,10.4304355194035
Physician ,11824,PMH:,141624,8.34886742360052
Physician ,11461,ACCESS:,141624,8.09255493419194
Physician ,10538,NEURO:,141624,7.44082923798226
Physician ,10477,CODE:,141624,7.39775744224143
Physician ,9798,ID:,141624,6.91831892899509
Physician ,9159,PSH:,141624,6.46712421623454
Physician ,8806,HTN:,141624,6.21787267694741
Physician ,8795,ABD:,141624,6.21010563181382
Physician ,8190,ECG:,141624,5.78291814946619
Physician ,8073,DISPO:,141624,5.70030503304525
Physician ,8004,LUNGS:,141624,5.65158447720725
Physician ,7837,PULM:,141624,5.53366661017907
Physician ,7816,PPX:,141624,5.51883861492402
Physician ,7713,PROPHYLAXIS:,141624,5.44611082867311
Physician ,7503,ABDOMEN:,141624,5.29783087612269
Physician ,7496,SKIN:,141624,5.29288821103768
Physician ,7361,GI:,141624,5.19756538439812
Physician ,7319,CARDIAC:,141624,5.16790939388804
Physician ,7279,GEN:,141624,5.13966559340225
Physician ,7165,GENERAL:,141624,5.05917076201774
Physician ,6928,IMPRESSION:,141624,4.89182624413941
Physician ,6885,EXT:,141624,4.86146415861718
Physician ,6758,NECK:,141624,4.77179009207479
Physician ,6687,EXTREMITIES:,141624,4.72165734621251
Physician ,6257,ARF:,141624,4.41803649099023
Physician ,5767,CVS:,141624,4.07204993503926
Physician ,5681,CAD:,141624,4.0113257639948
Physician ,5559,TLD:,141624,3.92518217251313
Physician ,5194,PAP:,141624,3.66745749308027
Physician ,5052,RHYTHM:,141624,3.5671920013557
Physician ,5025,CODE STATUS:,141624,3.54812743602779
Physician ,4879,DISPOSITION:,141624,3.44503756425465
Physician ,4709,DM:,141624,3.32500141219002
Physician ,4449,PUMP:,141624,3.14141670903237
Physician ,4439,CORONARIES:,141624,3.13435575891092
Physician ,4031,RENAL:,141624,2.84626899395583
Physician ,3813,CHF:,141624,2.69234028130825
Physician ,3720,GU:,141624,2.62667344517878
Physician ,3707,CONSULTS:,141624,2.6174942100209
Physician ,3647,COPD:,141624,2.57512850929221
Physician ,3588,CONTACT:,141624,2.53346890357567
Physician ,3327,HEME:,141624,2.34917810540586
Physician ,3302,ENDO:,141624,2.33152573010224
Physician ,3248,COMM:,141624,2.29339659944642
Physician ,3168,EKG:,141624,2.23690899847483
Physician ,3037,UTI:,141624,2.14441055188386
Physician ,3025,PULSES:,141624,2.13593741173812
Physician ,2994,BILLING DIAGNOSIS:,141624,2.11404846636163
Physician ,2854,ASSESSMENT AND PLAN:,141624,2.01519516466136
Physician ,2657,PLAN:,141624,1.87609444726882
Physician ,2633,GLYCEMIC CONTROL:,141624,1.85914816697735
Physician ,2590,COMMUNICATIONS:,141624,1.82878608145512
Physician ,2567,GERD:,141624,1.81254589617579
Physician ,2358,VS:,141624,1.66497203863752
Physician ,2347,ICU CARE:,141624,1.65720499350393
Physician ,2345,ICP:,141624,1.65579280347964
Physician ,2322,ESRD:,141624,1.63955261820031
Physician ,2210,CT:,141624,1.56046997684008
Physician ,2075,MICRO:,141624,1.46514715020053
Physician ,1931,ICU:,141624,1.36346946845167
Physician ,1926,IMAGING:,141624,1.35993899339095
Physician ,1833,LUE:,141624,1.29427215726148
Physician ,1830,EMERGENCY CONTACT:,141624,1.29215387222505
Physician ,1830,SVR:,141624,1.29215387222505
Physician ,1810,SV:,141624,1.27803197198215
Physician ,1782,NOS:,141624,1.25826131164209
Physician ,1752,SVI:,141624,1.23707846127775
Physician ,1730,LLE:,141624,1.22154437101056
Physician ,1725,RVR:,141624,1.21801389594984
Physician ,1719,RUE:,141624,1.21377732587697
Physician ,1712,PNA:,141624,1.20883466079196
Physician ,1684,EF:,141624,1.1890640004519
Physician ,1684,CK:,141624,1.1890640004519
Physician ,1661,RLE:,141624,1.17282381517257
Physician ,1640,PE:,141624,1.15799581991753
Physician ,1640,PTT:,141624,1.15799581991753
Physician ,1573,TTE:,141624,1.11068745410382
Physician ,1543,MIN:,141624,1.08950460373948
Physician ,1518,FINDINGS:,141624,1.07185222843586
Physician ,1500,PT:,141624,1.05914251821725
Physician ,1402,NSTEMI:,141624,0.989945207027058
Physician ,1398,HD:,141624,0.987120826978478
Physician ,1383,AMS:,141624,0.976529401796306
Physician ,1381,PR DAILY:,141624,0.975117211772016
Physician ,1309,CABG:,141624,0.924278370897588
Physician ,1285,ALLERGIES:,141624,0.907332090606112
Physician ,1281,CHEST:,141624,0.904507710557533
Physician ,1273,CHIEF COMPLAINT:,141624,0.898858950460374
Physician ,1244,ISSUES:,141624,0.878382195108174
Physician ,1238,BAL:,141624,0.874145625035305
Physician ,1231,RESP:,141624,0.869202959950291
Physician ,1185,OSA:,141624,0.836722589391629
Physician ,1176,HOUR EVENTS:,141624,0.830367734282325
Physician ,1168,CVA:,141624,0.824718974185166
Physician ,1157,GIB:,141624,0.816951929051573
Physician ,1130,PSYCH:,141624,0.797887363723663
Physician ,1112,EVENTS:,141624,0.785177653505056
Physician ,1101,BPH:,141624,0.777410608371462
Physician ,1087,CKD:,141624,0.767525278201435
Physician ,1076,ALT:,141624,0.759758233067842
Physician ,1075,MB:,141624,0.759052138055697
Physician ,1065,COR:,141624,0.751991187934248
Physician ,1036,AP:,141624,0.731514432582048
Physician ,1027,ECHO:,141624,0.725159577472745
Physician ,1013,UA:,141624,0.715274247302717
Physician ,1002,TAB PO BID:,141624,0.707507202169124
Physician ,1001,NEUROLOGIC:,141624,0.706801107156979
Physician ,972,ROS:,141624,0.686324351804779
Physician ,947,CC:,141624,0.668671976501158
Physician ,930,NUTRITION:,141624,0.656668361294696
Physician ,904,ASSESSMENT:,141624,0.63830989097893
Physician ,865,CA:,141624,0.610772185505282
Physician ,864,LUNG:,141624,0.610066090493137
Physician ,863,NIF:,141624,0.609359995480992
Physician ,837,EXTR:,141624,0.591001525165226
Physician ,835,CARD:,141624,0.589589335140936
Physician ,823,CARDIAC RISK FACTORS:,141624,0.581116194995199
Physician ,816,HIV:,141624,0.576173529910185
Physician ,803,OSH:,141624,0.566994294752302
Physician ,801,CARDIAC HISTORY:,141624,0.565582104728012
Physician ,787,PULMONARY:,141624,0.555696774557985
Physician ,772,CTA:,141624,0.545105349375812
Physician ,767,PVD:,141624,0.541574874315088
Physician ,763,MS:,141624,0.538750494266509
Physician ,760,CARDIOVASCULAR:,141624,0.536632209230074
Physician ,752,DRAINS:,141624,0.530983449132915
Physician ,746,ESLD:,141624,0.526746879060046
Physician ,740,ANEMIA:,141624,0.522510308987177
Physician ,739,ENDOCRINE:,141624,0.521804213975033
Physician ,735,HEMATOLOGY:,141624,0.518979833926453
Physician ,735,OTHER PAST MEDICAL HISTORY:,141624,0.518979833926453
Physician ,727,FLUIDS:,141624,0.513331073829294
Physician ,726,ABX:,141624,0.51262497881715
Physician ,722,DMII:,141624,0.50980059876857
Physician ,718,WOUNDS:,141624,0.506976218719991
Physician ,717,ICD:,141624,0.506270123707846
Physician ,708,CURRENT MEDICATIONS:,141624,0.499915268598543
Physician ,684,ED:,141624,0.482968988307067
Physician ,620,HEART:,141624,0.437778907529797
Physician ,617,ARDS:,141624,0.435660622493363
Physician ,594,HCP:,141624,0.419420437214031
Physician ,592,SENSITIVITIES:,141624,0.418008247189742
Physician ,588,PAST MEDICAL HISTORY:,141624,0.415183867141162
Physician ,585,AS:,141624,0.413065582104728
Physician ,584,PERCUTANEOUS CORONARY INTERVENTIONS:,141624,0.412359487092583
Physician ,583,ETOH:,141624,0.411653392080438
Physician ,583,COMMUNICATION:,141624,0.411653392080438
Physician ,582,MEDICAL:,141624,0.410947297068294
Physician ,578,PO BID:,141624,0.408122917019714
Physician ,578,II:,141624,0.408122917019714
Physician ,573,DISP:,141624,0.40459244195899
Physician ,572,CSF:,141624,0.403886346946845
Physician ,569,PCP:,141624,0.401768061910411
Physician ,567,UGIB:,141624,0.400355871886121
Physician ,558,SOB:,141624,0.394001016776818
Physician ,550,AM:,141624,0.388352256679659
Physician ,543,DKA:,141624,0.383409591594645
Physician ,518,DERM:,141624,0.365757216291024
Physician ,511,MRI:,141624,0.36081455120601
Physician ,501,STEMI:,141624,0.353753601084562
Physician ,500,PCWP:,141624,0.353047506072417
Physician ,499,GVHD:,141624,0.352341411060272
Physician ,498,EXTREM:,141624,0.351635316048127
Physician ,491,CRI:,141624,0.346692650963114
Physician ,489,WBC:,141624,0.345280460938824
Physician ,480,KUB:,141624,0.33892560582952
Physician ,479,PC :,141624,0.338219510817376
Physician ,475,HOME MEDICATIONS:,141624,0.335395130768796
Physician ,460,PM:,141624,0.324803705586624
Physician ,445,DIC:,141624,0.314212280404451
Physician ,433,OH:,141624,0.305739140258713
Physician ,431,SBP:,141624,0.304326950234424
Physician ,412,US:,141624,0.290911145003672
Physician ,406,HYPOTENSION:,141624,0.286674574930803
Physician ,403,FINAL DIAGNOSIS:,141624,0.284556289894368
Physician ,399,L PO QID:,141624,0.281731909845789
Physician ,391,EEG:,141624,0.27608314974863
Physician ,388,HL:,141624,0.273964864712196
Physician ,383,MSK:,141624,0.270434389651471
